profile_pic,username_digit_ratio,fullname_digit_ratio,bio_length,followers_count,following_count,posts_count,account_age_days,posting_frequency,followers_following_ratio,is_fake
0,0.404,0.481,14,35,4064,7,25,0.28,0.009,1
1,0.08,0.003,31,805,950,849,1275,0.666,0.847,0
1,0.082,0.007,110,988,696,650,1425,0.456,1.42,0
1,0.007,0.02,55,3932,928,181,741,0.244,4.237,0
0,0.798,0.233,1,29,1207,5,147,0.034,0.024,1
1,0.735,0.298,12,43,2747,5,91,0.055,0.016,1
1,0.412,0.212,4,2,3515,7,76,0.092,0.001,1
1,0.088,0.01,41,2591,492,190,2082,0.091,5.266,0
1,0.088,0.011,110,4753,913,69,1931,0.036,5.206,0
1,0.515,0.318,15,22,4738,10,100,0.1,0.005,1
0,0.316,0.339,0,49,2150,1,121,0.008,0.023,1
1,0.76,0.5,5,6,2015,7,69,0.101,0.003,1
1,0.079,0.015,127,2097,689,916,3631,0.252,3.044,0
1,0.094,0.02,52,1742,342,656,1667,0.394,5.094,0
0,0.719,0.466,0,45,3869,11,146,0.075,0.012,1
1,0.056,0.004,133,4332,655,366,1084,0.338,6.614,0
1,0.009,0.005,58,463,639,539,367,1.469,0.725,0
1,0.061,0.016,73,1753,921,914,3921,0.233,1.903,0
1,0.002,0.012,147,1460,892,163,3832,0.043,1.637,0
1,0.519,0.129,12,37,1413,10,78,0.128,0.026,1
0,0.886,0.393,13,50,3618,15,82,0.183,0.014,1
1,0.097,0.014,148,3223,328,731,2777,0.263,9.826,0
1,0.038,0.015,67,1343,281,796,372,2.14,4.779,0
0,0.869,0.257,18,2,1745,10,57,0.175,0.001,1
0,0.362,0.298,10,47,1318,7,89,0.079,0.036,1
0,0.401,0.454,2,45,3744,10,115,0.087,0.012,1
0,0.426,0.377,11,16,4223,3,1,3.0,0.004,0
1,0.044,0.008,51,3691,604,952,1916,0.497,6.111,1
1,0.038,0.017,130,2147,266,512,666,0.769,8.071,0
0,0.32,0.108,8,6,1303,10,44,0.227,0.005,1
1,0.397,0.13,2,21,3433,15,8,1.875,0.006,1
1,0.065,0.012,85,1586,154,153,1721,0.089,10.299,0
1,0.019,0.014,122,4724,371,726,1518,0.478,12.733,0
1,0.01,0.008,100,4321,257,105,1842,0.057,16.813,0
1,0.009,0.016,110,4234,304,149,470,0.317,13.928,1
0,0.683,0.491,15,7,2263,12,121,0.099,0.003,1
1,0.066,0.002,99,3474,289,429,3991,0.107,12.021,0
0,0.412,0.118,14,29,2078,7,69,0.101,0.014,1
1,0.015,0.014,42,1002,784,402,3675,0.109,1.278,0
1,0.097,0.012,100,799,960,446,3717,0.12,0.832,0
1,0.097,0.014,149,4189,686,952,1330,0.716,6.106,0
1,0.347,0.461,1,32,3339,4,31,0.129,0.01,1
1,0.569,0.48,5,13,4311,6,33,0.182,0.003,1
1,0.008,0.014,55,1511,954,659,1421,0.464,1.584,1
1,0.073,0.016,41,3479,669,456,2626,0.174,5.2,0
1,0.466,0.283,0,50,3868,13,29,0.448,0.013,1
1,0.015,0.012,127,1120,208,626,3558,0.176,5.385,0
1,0.029,0.011,74,3666,370,442,3047,0.145,9.908,0
0,0.665,0.115,8,25,1589,12,10,1.2,0.016,1
1,0.088,0.014,36,4192,375,968,1890,0.512,11.179,0
1,0.082,0.006,65,4327,978,762,3170,0.24,4.424,1
1,0.087,0.003,125,3929,892,895,1679,0.533,4.405,0
0,0.55,0.358,6,28,1865,13,125,0.104,0.015,1
0,0.82,0.428,16,50,1651,2,80,0.025,0.03,1
1,0.04,0.016,97,4958,129,227,1154,0.197,38.434,0
1,0.02,0.001,34,4039,151,990,1841,0.538,26.748,0
1,0.027,0.016,94,3551,750,995,872,1.141,4.735,0
0,0.445,0.296,14,11,4934,15,142,0.106,0.002,1
0,0.398,0.458,2,18,1112,12,13,0.923,0.016,1
1,0.057,0.019,139,2113,762,280,3140,0.089,2.773,0
1,0.065,0.01,140,372,585,983,906,1.085,0.636,0
0,0.661,0.103,8,38,4297,9,71,0.127,0.009,1
1,0.526,0.239,8,13,2911,9,134,0.067,0.004,1
1,0.04,0.002,95,3365,674,712,2797,0.255,4.993,0
1,0.479,0.143,2,21,2132,10,71,0.141,0.01,1
1,0.727,0.457,9,12,1614,7,15,0.467,0.007,1
1,0.08,0.012,114,2918,797,193,3319,0.058,3.661,0
1,0.598,0.218,13,25,2590,1,150,0.007,0.01,0
1,0.057,0.004,122,2121,802,597,2979,0.2,2.645,0
1,0.844,0.369,16,19,4462,5,143,0.035,0.004,1
1,0.01,0.003,63,4879,881,984,1114,0.883,5.538,0
1,0.09,0.013,58,3210,328,812,3934,0.206,9.787,0
1,0.079,0.007,63,2708,574,921,847,1.087,4.718,0
0,0.82,0.333,19,4,2934,6,129,0.047,0.001,1
0,0.708,0.312,13,3,4566,4,36,0.111,0.001,1
1,0.034,0.02,144,4048,246,373,3897,0.096,16.455,0
1,0.078,0.01,110,1748,420,699,602,1.161,4.162,0
1,0.027,0.015,51,1597,601,854,3492,0.245,2.657,1
1,0.013,0.009,84,3604,539,538,1935,0.278,6.686,0
0,0.62,0.392,0,20,4100,6,5,1.2,0.005,0
0,0.676,0.2,11,19,1528,3,99,0.03,0.012,1
1,0.031,0.001,35,2742,397,516,3346,0.154,6.907,0
1,0.614,0.273,4,21,4692,15,92,0.163,0.004,1
0,0.399,0.463,12,1,1935,7,34,0.206,0.001,1
1,0.002,0.01,45,3303,828,716,3609,0.198,3.989,0
1,0.088,0.005,98,698,708,99,3076,0.032,0.986,1
0,0.802,0.119,3,26,2819,12,32,0.375,0.009,1
0,0.585,0.161,20,0,2233,13,26,0.5,0.0,1
1,0.027,0.012,47,3731,950,970,794,1.222,3.927,0
0,0.671,0.213,3,31,1813,6,68,0.088,0.017,1
0,0.884,0.243,13,18,1656,1,141,0.007,0.011,1
1,0.425,0.473,10,15,1011,0,23,0.0,0.015,1
1,0.084,0.013,49,1037,898,573,672,0.853,1.155,0
1,0.361,0.202,7,29,2212,8,119,0.067,0.013,1
0,0.788,0.45,9,23,4283,10,110,0.091,0.005,0
0,0.357,0.403,1,0,4489,4,44,0.091,0.0,1
1,0.837,0.482,8,46,1380,11,88,0.125,0.033,1
1,0.54,0.485,8,24,3825,15,108,0.139,0.006,1
1,0.08,0.002,119,780,964,213,789,0.27,0.809,0
1,0.059,0.016,116,3889,285,675,1920,0.352,13.646,0
0,0.667,0.445,4,30,4769,15,29,0.517,0.006,1
1,0.044,0.001,113,2874,112,771,3921,0.197,25.661,0
0,0.761,0.331,18,14,4914,10,133,0.075,0.003,1
0,0.72,0.138,7,30,2416,12,39,0.308,0.012,1
1,0.056,0.02,36,395,758,210,2435,0.086,0.521,0
1,0.085,0.017,39,4327,428,296,1720,0.172,10.11,0
1,0.005,0.004,112,3401,512,886,1327,0.668,6.643,0
1,0.044,0.011,41,4383,557,373,851,0.438,7.869,0
0,0.747,0.107,12,26,1146,0,24,0.0,0.023,1
1,0.096,0.013,143,4464,675,261,3046,0.086,6.613,0
1,0.095,0.007,36,2126,964,515,1724,0.299,2.205,0
1,0.672,0.289,11,45,2853,3,25,0.12,0.016,1
0,0.433,0.237,20,18,3243,11,28,0.393,0.006,1
1,0.016,0.003,121,3652,209,310,2867,0.108,17.474,1
0,0.372,0.441,6,29,4377,6,87,0.069,0.007,1
1,0.041,0.019,137,1309,890,963,2210,0.436,1.471,0
1,0.059,0.01,93,335,643,803,563,1.426,0.521,0
1,0.043,0.012,148,4464,899,993,1090,0.911,4.966,0
1,0.017,0.016,43,3473,773,664,2847,0.233,4.493,0
0,0.602,0.254,19,44,4122,7,71,0.099,0.011,1
1,0.034,0.006,133,1392,241,472,2832,0.167,5.776,0
0,0.749,0.22,17,20,3915,6,52,0.115,0.005,1
0,0.729,0.375,4,45,3662,5,129,0.039,0.012,1
0,0.682,0.384,11,35,2967,13,137,0.095,0.012,1
0,0.808,0.423,16,6,1103,12,38,0.316,0.005,1
0,0.334,0.207,5,18,3799,8,38,0.211,0.005,0
1,0.714,0.218,17,2,2469,14,27,0.519,0.001,1
1,0.068,0.011,58,4897,498,293,2457,0.119,9.833,0
0,0.779,0.215,1,24,2587,13,81,0.16,0.009,1
1,0.005,0.015,55,3929,949,280,2960,0.095,4.14,0
1,0.065,0.015,99,1909,894,792,1157,0.685,2.135,0
0,0.406,0.373,5,11,4010,3,97,0.031,0.003,1
1,0.467,0.206,5,37,4465,8,2,4.0,0.008,0
1,0.071,0.003,49,2942,711,102,3533,0.029,4.138,0
0,0.669,0.365,15,50,3345,11,19,0.579,0.015,1
0,0.491,0.188,5,33,1279,5,107,0.047,0.026,1
1,0.04,0.007,143,2047,779,389,1721,0.226,2.628,0
1,0.022,0.015,97,4190,674,893,3445,0.259,6.217,0
1,0.001,0.013,87,2268,757,678,2909,0.233,2.996,0
0,0.324,0.454,12,50,4870,3,99,0.03,0.01,1
1,0.072,0.0,96,3371,626,872,2448,0.356,5.385,0
1,0.326,0.459,6,20,3104,2,25,0.08,0.006,1
1,0.096,0.011,30,836,315,736,2943,0.25,2.654,0
1,0.819,0.27,3,13,3202,13,19,0.684,0.004,1
0,0.392,0.284,10,2,1358,2,14,0.143,0.001,1
1,0.025,0.001,135,2164,364,467,1954,0.239,5.945,0
1,0.04,0.006,79,1269,647,56,2992,0.019,1.961,0
1,0.006,0.015,35,894,466,1000,2424,0.413,1.918,0
1,0.079,0.006,41,2606,883,998,2157,0.463,2.951,0
1,0.082,0.001,50,4670,325,189,3423,0.055,14.369,0
0,0.778,0.318,20,9,2220,11,3,3.667,0.004,1
1,0.633,0.149,0,36,3443,12,138,0.087,0.01,1
1,0.351,0.184,11,13,2690,4,42,0.095,0.005,1
1,0.67,0.201,3,11,3748,1,141,0.007,0.003,1
0,0.63,0.216,2,16,1402,6,149,0.04,0.011,1
1,0.033,0.003,113,2221,202,341,2902,0.118,10.995,0
0,0.416,0.294,10,39,3700,9,150,0.06,0.011,1
0,0.64,0.423,13,10,1019,10,64,0.156,0.01,1
0,0.727,0.356,8,23,1550,10,123,0.081,0.015,1
1,0.036,0.006,100,1191,279,711,2849,0.25,4.269,0
0,0.468,0.431,17,12,2078,2,20,0.1,0.006,1
0,0.81,0.353,18,37,2659,6,10,0.6,0.014,1
1,0.626,0.499,15,41,4175,4,94,0.043,0.01,1
1,0.089,0.012,139,2683,237,525,2417,0.217,11.321,0
1,0.04,0.01,114,2256,968,875,2880,0.304,2.331,0
0,0.754,0.156,5,11,3319,4,124,0.032,0.003,1
1,0.004,0.015,59,814,370,428,1323,0.324,2.2,0
0,0.424,0.463,11,24,2923,14,12,1.167,0.008,0
1,0.065,0.002,96,2540,954,809,1443,0.561,2.662,1
1,0.642,0.251,12,23,3407,2,133,0.015,0.007,1
1,0.097,0.004,81,3190,936,938,1778,0.528,3.408,0
1,0.589,0.342,16,8,2801,5,59,0.085,0.003,1
1,0.064,0.004,53,1589,470,666,3303,0.202,3.381,0
1,0.697,0.266,10,46,1464,15,123,0.122,0.031,1
1,0.059,0.013,82,483,349,94,888,0.106,1.384,0
1,0.016,0.013,35,4988,250,107,1046,0.102,19.952,0
1,0.018,0.019,106,4917,752,69,3963,0.017,6.539,0
0,0.697,0.213,2,13,2839,15,124,0.121,0.005,1
1,0.083,0.012,131,1789,738,725,2457,0.295,2.424,0
0,0.735,0.237,14,38,3419,2,59,0.034,0.011,1
1,0.379,0.107,16,32,3803,13,39,0.333,0.008,1
1,0.406,0.461,19,2,4595,3,24,0.125,0.0,1
0,0.378,0.341,0,49,3779,13,134,0.097,0.013,1
1,0.087,0.014,84,2179,921,543,3599,0.151,2.366,0
0,0.51,0.422,18,6,2742,4,66,0.061,0.002,1
0,0.44,0.444,9,38,4591,13,66,0.197,0.008,1
0,0.725,0.416,18,33,1482,0,97,0.0,0.022,1
1,0.069,0.006,76,1173,258,486,3033,0.16,4.547,0
0,0.457,0.314,18,23,3506,8,102,0.078,0.007,1
0,0.548,0.414,15,11,2516,15,65,0.231,0.004,1
1,0.058,0.015,80,1431,975,934,3065,0.305,1.468,0
1,0.438,0.413,5,6,1878,12,87,0.138,0.003,1
0,0.668,0.374,1,10,2593,0,24,0.0,0.004,1
1,0.047,0.012,41,824,369,277,1883,0.147,2.233,0
1,0.323,0.254,12,39,3687,9,15,0.6,0.011,1
0,0.792,0.356,14,0,1826,9,50,0.18,0.0,1
1,0.06,0.01,59,1688,790,86,1838,0.047,2.137,1
0,0.3,0.163,8,49,2636,11,102,0.108,0.019,1
1,0.42,0.106,2,5,3251,9,144,0.062,0.002,1
1,0.035,0.019,65,2153,720,249,2227,0.112,2.99,0
1,0.057,0.005,82,4447,209,622,661,0.941,21.278,0
1,0.034,0.002,95,2411,997,600,3695,0.162,2.418,0
1,0.025,0.009,78,4913,595,838,1361,0.616,8.257,0
1,0.096,0.009,88,524,593,169,1421,0.119,0.884,0
0,0.68,0.498,7,20,2689,11,133,0.083,0.007,1
0,0.72,0.205,9,5,2634,10,20,0.5,0.002,1
1,0.407,0.226,6,36,2102,5,49,0.102,0.017,1
1,0.02,0.015,141,2474,311,284,1195,0.238,7.955,0
0,0.802,0.242,3,7,4769,2,127,0.016,0.001,1
0,0.759,0.317,1,30,2520,10,127,0.079,0.012,1
0,0.829,0.33,8,31,1749,8,102,0.078,0.018,1
1,0.646,0.122,13,30,4848,1,129,0.008,0.006,1
1,0.086,0.016,88,1286,815,580,2249,0.258,1.578,0
0,0.305,0.37,12,37,1412,10,93,0.108,0.026,1
1,0.026,0.011,60,2506,582,677,1770,0.382,4.306,0
1,0.05,0.004,119,3349,473,924,2005,0.461,7.08,0
1,0.018,0.003,103,2172,933,152,3317,0.046,2.328,0
0,0.441,0.273,12,12,1597,4,122,0.033,0.008,1
1,0.018,0.01,144,4535,646,787,1658,0.475,7.02,0
1,0.03,0.011,102,690,507,151,3193,0.047,1.361,0
1,0.022,0.005,137,1088,560,812,1735,0.468,1.943,0
0,0.516,0.323,8,22,1081,13,32,0.406,0.02,1
1,0.068,0.012,103,4710,278,849,1530,0.555,16.942,0
0,0.067,0.01,124,3961,180,440,2878,0.153,22.006,0
0,0.063,0.003,51,3063,531,696,2873,0.242,5.768,0
1,0.085,0.001,50,3114,333,371,1662,0.223,9.351,0
0,0.726,0.342,12,17,4635,14,93,0.151,0.004,1
1,0.613,0.28,5,11,4498,0,33,0.0,0.002,1
1,0.066,0.019,119,955,315,220,1991,0.11,3.032,0
1,0.006,0.018,100,740,126,839,1991,0.421,5.873,0
1,0.898,0.142,19,9,1345,12,80,0.15,0.007,1
1,0.074,0.009,46,1375,639,908,1063,0.854,2.152,0
1,0.066,0.017,71,4200,578,941,2579,0.365,7.266,1
0,0.629,0.154,17,11,3420,14,145,0.097,0.003,1
0,0.684,0.314,11,30,3210,7,23,0.304,0.009,1
0,0.519,0.204,9,0,1000,4,89,0.045,0.0,1
1,0.054,0.014,92,4208,406,59,3502,0.017,10.365,0
1,0.029,0.005,30,4790,482,243,2051,0.118,9.938,0
1,0.044,0.005,121,3492,948,437,1268,0.345,3.684,0
1,0.042,0.005,127,2527,391,714,3408,0.21,6.463,0
1,0.027,0.004,38,1794,239,346,817,0.424,7.506,0
0,0.671,0.209,19,31,1769,10,5,2.0,0.018,1
1,0.097,0.0,43,2611,375,178,3294,0.054,6.963,0
0,0.305,0.136,0,31,1889,10,108,0.093,0.016,1
1,0.08,0.02,89,559,438,132,3820,0.035,1.276,0
0,0.388,0.207,12,4,3224,15,47,0.319,0.001,1
0,0.805,0.427,0,7,4991,7,99,0.071,0.001,1
1,0.044,0.015,34,1931,571,802,3522,0.228,3.382,0
1,0.067,0.004,79,2856,430,212,2942,0.072,6.642,0
1,0.074,0.011,45,2375,592,703,1588,0.443,4.012,0
1,0.833,0.445,6,7,1966,13,84,0.155,0.004,1
1,0.079,0.012,80,2291,109,93,2745,0.034,21.018,1
0,0.585,0.338,11,49,1366,7,41,0.171,0.036,1
1,0.069,0.007,127,791,161,414,3005,0.138,4.913,0
1,0.054,0.002,92,2206,424,621,3594,0.173,5.203,0
0,0.508,0.457,6,1,3823,12,92,0.13,0.0,1
0,0.45,0.116,14,35,2207,15,49,0.306,0.016,1
1,0.054,0.006,89,2555,988,901,2817,0.32,2.586,0
0,0.633,0.128,4,28,2211,8,139,0.058,0.013,1
1,0.0,0.013,78,1819,119,684,3874,0.177,15.286,0
1,0.672,0.228,2,42,4961,12,49,0.245,0.008,1
1,0.05,0.011,108,2619,430,469,2990,0.157,6.091,0
0,0.358,0.364,1,8,1731,1,52,0.019,0.005,1
0,0.415,0.113,20,24,3694,15,135,0.111,0.006,1
0,0.654,0.12,7,38,3940,2,4,0.5,0.01,1
1,0.021,0.01,143,955,579,870,2982,0.292,1.649,0
1,0.635,0.475,13,23,4253,1,69,0.014,0.005,1
0,0.741,0.434,2,13,4934,3,26,0.115,0.003,1
1,0.053,0.004,97,2337,683,690,1097,0.629,3.422,0
1,0.056,0.015,128,3232,790,519,3242,0.16,4.091,0
1,0.088,0.003,53,4805,511,566,1747,0.324,9.403,0
0,0.62,0.34,11,20,3253,10,96,0.104,0.006,1
0,0.68,0.43,10,38,1985,6,97,0.062,0.019,1
0,0.856,0.202,14,28,4931,12,1,12.0,0.006,1
0,0.89,0.338,16,8,4646,9,2,4.5,0.002,1
0,0.433,0.442,0,49,4366,8,142,0.056,0.011,1
1,0.057,0.011,42,609,571,414,1004,0.412,1.067,0
0,0.52,0.333,7,16,4322,9,24,0.375,0.004,1
1,0.057,0.004,39,2959,911,544,1073,0.507,3.248,0
1,0.09,0.014,134,1081,709,707,1595,0.443,1.525,0
1,0.081,0.008,129,758,889,392,1790,0.219,0.853,1
1,0.561,0.472,3,49,1928,0,98,0.0,0.025,1
1,0.052,0.006,102,1525,434,564,3223,0.175,3.514,1
0,0.005,0.015,80,3950,870,659,2721,0.242,4.54,0
0,0.022,0.006,80,1512,235,394,703,0.56,6.434,0
1,0.075,0.011,63,996,508,563,2144,0.263,1.961,0
1,0.013,0.003,101,1922,599,454,3036,0.15,3.209,0
1,0.056,0.02,97,2317,348,123,1455,0.085,6.658,0
0,0.494,0.47,2,7,3751,13,109,0.119,0.002,1
0,0.414,0.238,20,1,4152,9,44,0.205,0.0,1
1,0.062,0.02,86,1494,551,95,3716,0.026,2.711,0
1,0.069,0.003,123,1002,215,807,588,1.372,4.66,0
1,0.062,0.003,136,2656,114,401,3206,0.125,23.298,0
1,0.031,0.009,72,2012,857,600,1232,0.487,2.348,0
1,0.052,0.005,91,1457,811,765,3102,0.247,1.797,0
1,0.058,0.013,35,2392,274,111,1528,0.073,8.73,1
1,0.07,0.005,89,368,168,447,3069,0.146,2.19,0
0,0.811,0.364,3,1,2198,12,60,0.2,0.0,1
1,0.051,0.014,145,2884,596,937,2810,0.333,4.839,0
0,0.412,0.3,14,35,4794,0,11,0.0,0.007,1
1,0.053,0.007,80,1586,118,405,3167,0.128,13.441,0
1,0.063,0.005,94,2559,931,113,2928,0.039,2.749,0
0,0.532,0.5,0,35,4887,8,58,0.138,0.007,1
0,0.838,0.363,2,46,2565,7,107,0.065,0.018,1
0,0.392,0.488,19,21,2839,4,53,0.075,0.007,1
0,0.649,0.374,6,8,2265,4,111,0.036,0.004,1
0,0.098,0.003,149,4927,261,375,642,0.584,18.877,0
0,0.869,0.147,10,9,3978,0,82,0.0,0.002,1
1,0.041,0.008,86,2542,255,847,1134,0.747,9.969,0
1,0.018,0.015,108,2486,720,630,2873,0.219,3.453,0
0,0.439,0.375,11,5,3818,15,35,0.429,0.001,1
1,0.06,0.014,77,1807,972,446,2377,0.188,1.859,0
1,0.016,0.005,82,422,376,472,1276,0.37,1.122,0
0,0.893,0.403,2,11,4797,14,126,0.111,0.002,1
1,0.087,0.018,84,3616,894,92,2855,0.032,4.045,0
1,0.038,0.006,108,4985,708,599,2516,0.238,7.041,0
1,0.07,0.001,43,3999,567,896,3960,0.226,7.053,0
1,0.1,0.01,80,621,671,446,2479,0.18,0.925,1
0,0.878,0.176,14,25,4622,9,74,0.122,0.005,1
0,0.553,0.345,1,44,3117,4,119,0.034,0.014,1
0,0.571,0.389,3,11,4189,4,101,0.04,0.003,1
1,0.045,0.004,105,1954,565,142,1389,0.102,3.458,0
1,0.065,0.014,50,1312,193,166,3257,0.051,6.798,0
1,0.036,0.01,79,4491,726,213,1916,0.111,6.186,0
1,0.326,0.168,10,36,4568,4,42,0.095,0.008,1
1,0.018,0.014,83,2823,416,797,3513,0.227,6.786,0
1,0.029,0.004,145,1377,307,53,2915,0.018,4.485,0
1,0.001,0.01,93,4752,926,55,2855,0.019,5.132,0
0,0.443,0.336,15,29,2679,14,21,0.667,0.011,1
0,0.304,0.453,8,39,3574,6,13,0.462,0.011,1
1,0.006,0.007,48,565,783,641,3797,0.169,0.722,0
0,0.499,0.135,3,26,1730,5,73,0.068,0.015,1
1,0.069,0.012,130,4905,281,516,3434,0.15,17.456,0
1,0.859,0.137,9,20,2509,12,18,0.667,0.008,1
1,0.084,0.001,90,1402,224,761,3885,0.196,6.259,0
1,0.053,0.01,119,2012,726,109,812,0.134,2.771,0
1,0.888,0.312,2,30,3965,9,110,0.082,0.008,1
1,0.032,0.011,109,3198,232,679,2669,0.254,13.784,0
0,0.738,0.299,5,39,1953,9,50,0.18,0.02,1
1,0.002,0.013,45,1998,918,680,2063,0.33,2.176,1
1,0.033,0.011,111,2039,111,705,1189,0.593,18.369,0
1,0.025,0.001,68,4450,663,381,3506,0.109,6.712,0
1,0.069,0.007,122,4960,730,79,3773,0.021,6.795,1
1,0.033,0.007,116,4224,585,866,510,1.698,7.221,0
1,0.048,0.013,144,4698,443,523,3576,0.146,10.605,0
0,0.857,0.122,16,19,3314,10,143,0.07,0.006,1
0,0.425,0.374,11,4,4971,4,72,0.056,0.001,1
0,0.503,0.25,17,10,3338,12,48,0.25,0.003,1
1,0.086,0.015,120,2876,826,82,1477,0.056,3.482,0
0,0.598,0.195,14,19,1885,9,45,0.2,0.01,1
0,0.771,0.411,2,28,3072,0,124,0.0,0.009,1
1,0.015,0.007,91,4589,417,844,1705,0.495,11.005,0
0,0.823,0.429,16,43,1543,6,10,0.6,0.028,1
0,0.728,0.309,0,19,4818,1,23,0.043,0.004,1
0,0.834,0.141,9,1,3365,9,54,0.167,0.0,1
1,0.019,0.006,70,3913,787,170,1481,0.115,4.972,0
1,0.464,0.106,19,35,3105,3,53,0.057,0.011,1
1,0.055,0.005,150,2620,687,300,1066,0.281,3.814,0
1,0.061,0.007,86,715,233,79,2293,0.034,3.069,0
1,0.005,0.008,41,3793,501,233,3251,0.072,7.571,0
1,0.059,0.017,119,3952,731,414,1644,0.252,5.406,0
0,0.419,0.403,17,5,4988,14,146,0.096,0.001,1
1,0.788,0.468,14,6,2866,9,120,0.075,0.002,1
0,0.868,0.157,19,16,4739,11,101,0.109,0.003,1
0,0.85,0.232,10,29,2996,0,17,0.0,0.01,1
1,0.035,0.009,51,2612,886,406,2840,0.143,2.948,0
1,0.051,0.008,121,1176,433,619,3025,0.205,2.716,0
1,0.03,0.009,105,3686,344,685,1363,0.503,10.715,0
1,0.097,0.008,73,2005,933,760,2785,0.273,2.149,0
1,0.888,0.327,10,34,3843,7,45,0.156,0.009,1
1,0.008,0.019,103,4286,217,656,2806,0.234,19.751,0
0,0.633,0.429,5,19,4915,12,18,0.667,0.004,1
0,0.069,0.012,134,3404,435,556,3006,0.185,7.825,0
0,0.354,0.427,18,48,3605,0,38,0.0,0.013,1
1,0.045,0.006,108,3963,300,260,3156,0.082,13.21,0
1,0.48,0.418,9,27,3940,11,23,0.478,0.007,1
0,0.667,0.304,4,18,1255,11,141,0.078,0.014,1
1,0.0,0.011,75,1198,981,338,3910,0.086,1.221,0
0,0.559,0.336,20,20,3915,12,104,0.115,0.005,0
1,0.627,0.365,15,8,1770,12,93,0.129,0.005,1
0,0.393,0.499,4,8,1047,2,5,0.4,0.008,1
1,0.831,0.363,4,5,1562,13,117,0.111,0.003,1
0,0.717,0.472,19,11,2861,13,142,0.092,0.004,1
1,0.038,0.005,84,360,691,560,3833,0.146,0.521,0
0,0.071,0.005,148,4774,690,425,502,0.847,6.919,0
0,0.641,0.382,3,37,2972,2,37,0.054,0.012,1
1,0.053,0.017,126,2589,576,579,685,0.845,4.495,0
1,0.061,0.005,110,939,800,698,2573,0.271,1.174,0
1,0.487,0.121,10,34,4188,0,121,0.0,0.008,1
1,0.091,0.011,72,3748,461,867,1571,0.552,8.13,0
0,0.321,0.469,9,46,4215,8,16,0.5,0.011,1
1,0.647,0.329,9,47,3557,0,74,0.0,0.013,1
1,0.376,0.131,8,16,1542,8,71,0.113,0.01,1
1,0.001,0.002,52,1538,774,507,1879,0.27,1.987,0
1,0.026,0.014,92,1781,918,590,3895,0.151,1.94,0
1,0.098,0.019,106,1562,957,557,3448,0.162,1.632,1
1,0.077,0.005,86,1670,315,641,3372,0.19,5.302,0
1,0.005,0.005,134,1250,153,221,2265,0.098,8.17,0
0,0.481,0.398,17,14,2555,12,122,0.098,0.005,1
1,0.053,0.009,66,3976,491,744,1658,0.449,8.098,0
0,0.71,0.116,17,40,2449,13,70,0.186,0.016,1
1,0.027,0.002,113,3504,572,841,3130,0.269,6.126,0
1,0.073,0.012,54,4559,445,743,3192,0.233,10.245,0
0,0.488,0.104,0,4,1048,13,26,0.5,0.004,1
1,0.069,0.007,122,2620,357,247,504,0.49,7.339,0
1,0.009,0.019,114,2076,713,703,863,0.815,2.912,1
1,0.012,0.017,46,3379,772,832,3018,0.276,4.377,0
1,0.88,0.458,5,16,2206,14,20,0.7,0.007,1
1,0.092,0.006,84,2949,363,215,3562,0.06,8.124,0
0,0.766,0.253,10,3,2057,8,46,0.174,0.001,1
1,0.595,0.471,19,25,1730,15,28,0.536,0.014,1
0,0.761,0.187,20,6,4738,14,67,0.209,0.001,1
0,0.344,0.329,8,49,2826,0,128,0.0,0.017,1
0,0.684,0.473,12,17,1620,10,101,0.099,0.01,1
0,0.609,0.476,15,30,2786,12,18,0.667,0.011,1
0,0.302,0.482,15,7,3323,11,86,0.128,0.002,1
1,0.04,0.013,112,1042,474,597,3860,0.155,2.198,0
1,0.008,0.009,128,2675,763,257,1088,0.236,3.506,0
1,0.097,0.013,68,3495,209,695,3186,0.218,16.722,0
0,0.351,0.353,6,8,1146,6,7,0.857,0.007,1
0,0.656,0.296,2,50,3214,9,128,0.07,0.016,1
0,0.801,0.28,0,2,2389,1,87,0.011,0.001,1
1,0.004,0.002,133,4585,569,744,3929,0.189,8.058,0
1,0.015,0.012,148,890,137,803,944,0.851,6.496,0
0,0.311,0.463,19,2,1994,4,4,1.0,0.001,1
1,0.005,0.006,131,1097,567,675,1064,0.634,1.935,0
1,0.006,0.016,44,4372,709,868,2886,0.301,6.166,0
1,0.08,0.009,133,3593,432,173,3167,0.055,8.317,0
1,0.014,0.017,131,2046,882,96,2794,0.034,2.32,0
1,0.338,0.21,13,10,3852,11,142,0.077,0.003,1
1,0.446,0.333,4,6,4240,12,41,0.293,0.001,1
1,0.049,0.0,52,1030,823,717,2796,0.256,1.252,1
1,0.042,0.016,128,4199,808,179,1209,0.148,5.197,0
0,0.463,0.28,7,11,3500,1,47,0.021,0.003,1
1,0.667,0.135,9,22,2715,0,143,0.0,0.008,1
0,0.371,0.312,3,39,2482,7,119,0.059,0.016,1
1,0.066,0.006,54,1223,915,202,3171,0.064,1.337,0
0,0.847,0.299,5,42,4779,1,14,0.071,0.009,1
0,0.471,0.274,10,39,4297,14,12,1.167,0.009,1
1,0.005,0.011,50,538,596,577,840,0.687,0.903,0
1,0.024,0.009,104,2970,529,253,3425,0.074,5.614,0
0,0.495,0.412,10,14,1401,7,106,0.066,0.01,1
0,0.525,0.188,15,37,2984,1,112,0.009,0.012,1
